q,Merton.sigma,Merton.lam,Merton.muJ,Merton.sigmaJ,loss,grad_q,grad_Merton.sigma,grad_Merton.lam,grad_Merton.muJ,grad_Merton.sigmaJ
0.041888499974438984,0.15360684025172444,1.126657576417654,-0.2940078372886424,0.03184340682370386,10.055752695563683,20.595069088447392,3.6457029170866444,8.043308416428614,-63.3218089854624,0.3101852681163552
0.04488351457053581,0.08415239586731636,0.5149896004782455,-0.07117409989078721,0.034819808181484405,98.66298277917754,360.9582191996783,-335.29544728024325,-35.23703516313227,822.7370752803345,-22.961439647287477
-0.005460521889876828,0.18092229414577346,0.3974573826350405,-0.20050218332200884,0.11966206085377668,1.5986304291456923,14.754639020639747,0.8432543989976337,2.6030832590699973,-23.00358295257017,1.8839432073108555
0.03994081796073233,0.14066256843393402,0.2784085766955238,-0.30445979656049604,0.1073614942065402,7.3707343215212875,65.42560789137721,-28.56469030837007,0.9816494858300401,-17.730754073117183,1.0416498348432706
-0.01853280578554923,0.06953082346849457,2.8805936710667552,-0.1752441897991175,0.054435992388843425,7.778992944984246,36.35261801774195,-4.943213258487685,0.8058968273053048,-55.780272253684615,2.1311368508636073
0.0321986213677366,0.23092070969285527,0.3062304596674884,-0.22339305759158884,0.013333352081427781,2.746095962769682,15.416032628662391,13.684959506855947,2.5105148063559053,-24.946550486823618,0.023785850601401676
-0.039871793820002985,0.2010911790881273,1.8686665878184465,-0.1445693873728673,0.05110197853586654,4.399732260976668,5.352172246010593,11.56532218091028,6.31027335495966,-79.65334042403951,1.5776857266159745
0.024221280580756233,0.06667696405013677,1.2062048713668423,-0.32444329668294153,0.020535506358840713,33.11087416355368,667.6539383402658,-538.6386992143633,-214.40826302046293,499.9078555493913,18.423214467857967
-0.012094292033917167,0.11412042432599084,0.26115221731584,-0.2818612705057839,0.1212189694905803,11.256136402830712,102.69957330942229,-51.30506654048174,-2.758874734065421,-4.47677960190893,0.5104843572495728
0.028736067297623333,0.13529471519067013,1.9511608796226176,-0.03305376193203269,0.04927922214516705,8.190242717045678,9.979307298016913,-43.32135618514177,-8.4133169670284,138.88853924175237,-14.910779960464557
0.006882965252793506,0.19488640003384713,0.32498723625037695,-0.34945726671908517,0.028576774825761677,4.907653377628145,14.699068399110544,5.2931208089360915,5.284727792234497,-34.012348054820364,0.05896233544820829
-0.0017780458524865872,0.25591547627875066,0.4938084304643632,-0.07676289665379282,0.02332973870298837,1.9056559413483405,7.129493745741877,18.330027835461955,0.4735542400321524,-11.64769433922437,0.09046087132950602
0.00025236672992893366,0.22073401597596476,1.443605050097783,-0.36070506027226495,0.06987062398175276,20.521958178835334,1.7784944771898559,10.050436992855298,14.094110927367984,-69.01501900894885,0.7115007334372693
0.01603512397832267,0.21490440010547582,0.47640080688102426,-0.17098285193289672,0.024375711025220702,1.342847829865409,12.278556564467696,10.087577650778735,2.017097597226605,-26.30842182729409,0.12386413444678311
-0.04940850178603334,0.12015608925556481,0.9872066709736416,-0.09072595445461601,0.04047423741218665,9.788509925426268,-6.328488686394337,-42.00124854706691,-12.25655282312627,245.5325435917303,-5.9659449364007076
-0.025671557448400096,0.24161135968118208,1.0287206634732244,-0.11878373319033725,0.1379551059653557,5.759277019620475,6.397462134327094,15.809273258728282,5.023298330073302,-36.87025401540536,5.854794505959037
-0.04394669258997497,0.06487036878616705,0.3635623334703055,-0.10342592338142831,0.015606680359178884,152.5433966259147,576.3337789765516,-455.10200542823935,-66.35726682921594,1432.0012232240883,-7.1101538752973665
-0.04610104612670397,0.07186613982189773,0.9560359358959597,-0.27518340902537164,0.05952863891737382,18.464916160618884,157.37286978114102,-69.01103440191822,-24.140736938280444,45.583928881825706,1.8530731328241896
-0.01659519948941858,0.26384994686964736,0.34696695911975495,-0.3112526536090023,0.07348659344785025,7.621226426837005,7.023649781605487,18.229634895632344,4.963634974917101,-30.00690619686859,0.424766717043396
-0.04436243193991121,0.2505616590746419,0.2672044829230356,-0.021854625854623777,0.09378529073137747,1.3990440790338246,-3.6996935585557384,13.72370001638647,0.2889998561244406,-1.413343372595126,0.5731442926324118
-0.020535016935203383,0.1456940094995758,2.757975113394106,-0.12044804818597543,0.0836903163267473,4.1901784408223355,12.478848025256948,4.518201387879979,7.0517669086205395,-83.39155588587863,5.335280146996848
0.01972018382917594,0.05617273888579189,0.5869901399026114,-0.36867807805195163,0.010255412426990865,30.38290809048393,103.37038758131176,1.2963346877600124,-5.732052576252103,-74.44675917379388,-0.15659152312191746
0.021639148198958194,0.10659617901057569,0.878184437622632,-0.21560124505708791,0.06443934927553976,10.717216610172379,102.02410899663234,-39.26508204046878,-7.731295754928019,7.41042116596612,1.893024034042009
-0.02792039349177043,0.07419879521537066,0.7311214013317306,-0.1641907780303023,0.07504600783768366,39.301135932057754,299.768768966396,-126.67938923186583,-33.29676675906573,44.31139748081018,-35.49558504736074
0.013311801684575714,0.2758946251822722,2.078185138474608,-0.1306507876465865,0.025143174664229603,8.927465730288198,12.276346184412464,21.48995602769692,5.230442860359326,-77.57116803287319,0.3800558548205411
0.022313962311440436,0.0635360878706354,0.3830069194868498,-0.056926649283419894,0.04632157631772875,174.56883660187833,415.13642091559774,-261.09203066412874,-65.58609556781242,-256.26692820721496,-284.0456682111953
-0.037670663527759364,0.16510179858910248,1.2266232571233084,-0.3401832874894558,0.059919048066736987,14.073491676928072,2.504181171593533,7.705505369799738,12.824467133625399,-71.24565105041623,0.7741396443290082
0.03638557376041868,0.05487790476192948,0.4406129929666181,-0.29014306158773,0.016817339967279955,86.87397845596193,131.89596537633122,19.169445576474246,-5.463276330210164,68.76392680332617,0.210329903890227
0.04359185420947928,0.12439960376914529,1.3403449504306073,-0.3238335089643988,0.14524942722206968,15.092809726117993,18.383552597834345,0.25432253692150825,9.047878457704025,-51.55531516103181,3.406433910247406
0.03183091762197983,0.28198387309896217,0.8639212437126698,-0.23701188196710984,0.012024028747295723,11.176731497993774,12.066764273703683,20.430004286351686,6.041334191363765,-50.18573509843037,0.028375561599071224
0.034844070746769915,0.08082139011773141,0.5616147389505903,-0.0859418731578499,0.017902497494761617,99.46639444339915,391.7237315046822,-337.8950830828452,-43.71081685853761,982.9984547101024,-5.710179306972778
0.011772700225884558,0.08822254712388408,0.5473353393775974,-0.25650786679617454,0.1330267696646348,23.46934622599857,160.53688892146303,-53.20383174860436,-14.386095202524228,-66.79642537864424,-31.002451484250383
0.008922744502122007,0.08914509187451782,1.668728889647764,-0.18949195383167214,0.037510437070158276,8.972776975384706,84.17745989779958,-25.294504188101556,-10.145772827104258,15.847152974732097,0.8339271644985248
-0.03411146800242603,0.1593352791859463,1.596047682595519,-0.370560540222054,0.03339107024460549,19.744391244795573,-1.4765964528610915,6.8284004278913235,16.830673839266197,-80.12889775323025,0.23097932722621625
0.01569874317520259,0.14687831369131404,0.29244315735038784,-0.3326222693149568,0.10092262365601375,5.705618525747113,44.658365810692615,-16.32431675649678,2.5490133850202614,-23.545962399533707,0.8452933234439186
0.004545857438997644,0.11103837337171236,0.7789890911223574,-0.2698691375178258,0.011152497211172644,8.270290091908622,72.14975588176364,-23.02415567655027,-3.1839352537455237,-26.146069079537664,0.06222388320248368
-0.03345798090236042,0.09294927136391366,0.6551834844740992,-0.04109471398778919,0.026894902111861047,104.05162982958808,-219.20934183085586,-281.6959095046609,-43.579419663671864,1946.8164604223853,-57.035051572939736
0.027902448410234024,0.05969624921063809,2.421287239910217,-0.3943979212128936,0.01868101354625677,27.66886714939779,-9.63428494363534,0.3100562743054443,27.46132300382853,-98.95139507964115,0.13684861502592907
-0.002658027098935735,0.12701305947018926,2.220940576608303,-0.059357429127575745,0.019422840819372726,10.0100236201237,-8.788405469382653,-48.31639761998303,-12.609996545978197,406.57205847786645,-3.226026163691241
0.0031615324167109868,0.17232568577452742,0.6225935984732776,-0.38178057326663484,0.04349149933892935,10.03359198726134,13.47207605910511,4.431094261208496,8.243981787316194,-48.099801232925444,0.17665370933945554
-0.023939498709436836,0.2072164849149566,0.7874305204678863,-0.15338345214831364,0.010993006857402123,1.1684519879450184,4.191613114611475,9.634434884366593,2.3639536923619113,-33.80385958981339,0.03545027768610042
-0.015900528775640625,0.07912807973007445,0.4277198854927822,-0.24052864683057662,0.012555531197736003,41.24770394816874,341.386901124271,-167.81881690092405,-28.711514868974078,102.0488761040764,0.0558810683710019
-0.028299096445778913,0.050429842024938526,1.3695803765276982,-0.2290737379617214,0.014173793809658244,154.63504461434994,4487795.389956672,-40070415.69674971,-3822568.0295579373,63992960.2901148,381114.9369691468
-0.009209475280872202,0.29606312043278143,2.2311060819702906,-0.390880639396354,0.014925035836819402,31.960702895874068,0.770698343048176,10.064388816163152,15.988215758083102,-72.37271024545527,0.027253410808119348
